url,registrable,url_length,url_entropy,num_subdomains,is_idn,has_repeated_digits,mixed_script,domain_age_days,is_newly_registered,is_very_new,registrar,country,days_until_expiry,is_self_signed,cert_age_days,has_credential_form,form_count,password_fields,email_fields,has_suspicious_forms,suspicious_form_count,keyword_count,html_size,external_links,iframe_count,js_obfuscated,js_keylogger,js_form_manipulation,js_eval_usage,js_risk_score,redirect_count,had_redirects,a_count,mx_count,ns_count,favicon_md5,favicon_sha256
,www.npcil.nic.in,0,0.0,0,0,0,0,7602,0,0,National Informatics Centre,IN,67,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://thdc.co.in/,thdc.co.in,19,3.4316,1,0,0,0,3415,0,0,Endurance Digital Domain Technology Private Limited,IN,601,0,999,0,1,0,0,0,0,0,135103,23,0,1,0,0,0,0,230,1,1,3,4,,
https://www.bharatpetroleum.in/,bharatpetroleum.in,31,4.0023,1,0,0,0,7547,0,0,GoDaddy,IN,487,0,999,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,2,0,0,,
,www.ntpc.co.in,0,0.0,0,0,0,0,8267,0,0,Netlynx Technologies Pvt. Ltd.,IN,133,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://iocl.com/,iocl.com,17,3.4548,0,0,0,0,10665,0,0,"Network Solutions, LLC",US,655,0,999,0,1,0,0,0,0,1,226612,82,2,0,0,0,0,0,159,1,1,1,2,03eb9a65cbfd69b21b4c34ce81cfc9d4,29f9368ee3eb44f85df2ef8da53ea332df40a351f254079eabb97283818858dd
https://www.npci.org.in/,npci.org.in,24,3.6573,2,0,0,0,6097,0,0,OVI HOSTING PVT LTD,IN,1207,0,999,0,0,0,0,0,0,0,62536,29,3,1,0,0,0,20,62,1,2,0,0,fb73d19d9b99fd10761c01385dbc15d9,d7c5a6b0e4491e558352e046b3c34ddf99734aa66ff974675f61a955c2a4be57
https://www.rbi.org.in/,rbi.org.in,23,3.6425,2,0,0,0,8267,0,0,Sify Digital Services Limited,US,133,0,999,0,1,0,0,0,0,1,198745,250,0,1,1,1,0,35,61,1,2,0,0,7bc1ff0d792e15a4d848badbce1651df,85ad5f29fe93b57944ad8e72f5f915da1969287e431ae5154d0564fa203a83c0
https://gailonline.com/,gailonline.com,23,3.882,0,0,0,0,8043,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,357,0,999,0,2,0,0,0,0,1,102781,248,0,0,0,0,0,0,82,1,1,0,4,3a7d55ad9dde3f4a01ecb94d83ffd885,d420696d9286ba0bc4e643901a4771b031ef4eae278317917527743a219ba0f9
,www.pnbindia.in,0,0.0,0,0,0,0,7548,0,0,MPS Infotecnics Limited,IN,1947,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.powergrid.in/,powergrid.in,25,3.7337,1,0,0,0,7548,0,0,GoDaddy,IN,851,0,999,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.ongcindia.com/,ongcindia.com,26,3.8731,1,0,0,0,10294,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,1027,0,999,0,0,0,0,0,0,0,39108,0,0,0,0,0,0,0,0,0,2,0,0,,
,www.adanigreenenergy.com,0,0.0,0,0,0,0,3473,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,2004,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
https://www.unionbankofindia.co.in/,unionbankofindia.co.in,35,3.9113,2,0,0,0,7992,0,0,Sify Digital Services Limited,,1504,0,999,0,0,0,0,0,0,1,18021,1,0,1,0,0,0,0,20,1,2,0,0,4859e39ae6c0f1f428f2126a6bb32bd9,a94f8a8553caea8430dd4ca3cc01d4e318d19828f74cb65453ffb7f5d9e2f44d
https://licindia.in/,licindia.in,20,3.4842,0,0,0,0,7548,0,0,GoDaddy,US,121,0,999,0,3,0,0,0,0,1,255125,86,3,1,0,1,0,30,193,1,1,0,2,d7b64d7f0b8cd4ce4ee27a61c1195dc0,53609db2de6cb0b7247ef2eb879aa06abb7f588ee4673025e7c54e60da74e5ea
,www.bankofindia.co.in,0,0.0,0,0,0,0,8049,0,0,GoDaddy,US,351,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.nhpcindia.com/,nhpcindia.com,26,3.7962,1,0,0,0,9890,0,0,Tucows Domains Inc.,IN,335,0,999,0,1,0,0,0,0,0,164393,48,1,0,1,0,0,25,81,1,1,0,0,a935cdb72b81cde5686fc87f7302062e,98f87e8d1db0b459a966bf84d06140ce00f1ef56f7e0bd4068a6bf681abc7c00
,bankofmaharashtra.in,0,0.0,0,0,0,0,7534,0,0,Sify Digital Services Limited,IN,500,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,,
,www.bankofbaroda.in,0,0.0,0,0,0,0,7546,0,0,Terranet (India) Private Limited,IN,1949,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,www.idbibank.in,0,0.0,0,0,0,0,7544,0,0,Endurance Digital Domain Technology Private Limited,IN,490,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
https://www.canarabank.com/,canarabank.com,27,3.8101,1,0,0,0,8592,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,US,904,0,999,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.indianbank.in/,indianbank.in,26,3.6133,1,0,0,0,7548,0,0,Sify Digital Services Limited,IN,121,0,999,0,3,0,0,0,0,2,259545,101,1,1,0,0,0,0,75,1,1,0,2,2fe63c942d89a28c684291347ea3731d,80c63c4567da533777df811d5cd413d74f1b4843d747b691bec770748506e81b
https://www.axisbank.com/,axisbank.com,25,3.9435,1,0,0,0,10136,0,0,"Network Solutions, LLC",IN,3011,0,999,0,0,0,0,0,0,3,438551,145,4,1,0,0,0,0,169,1,1,0,0,3880bf2c745c6ea30e14190052f0e01d,9029d3cc38a4a41accce28541823add49dfc0640a5bb4f3628e03ccccaf6aae3
,www.kotak.com,0,0.0,0,0,0,0,10941,0,0,"Network Solutions, LLC",,380,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
https://www.centralbankofindia.co.in/,centralbankofindia.co.in,37,4.1141,2,0,0,0,8267,0,0,Sify Digital Services Limited,IN,133,0,999,0,0,0,0,0,0,0,7525,1,0,0,1,0,0,25,1,1,1,0,0,,
,www.yesbank.in,0,0.0,0,0,0,0,7548,0,0,"CSC Corporate Domains, Inc.",IN,121,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
https://www.southindianbank.com/,southindianbank.com,32,4.0306,1,0,0,0,10122,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,833,0,999,0,0,0,0,0,0,0,4248,1,0,0,0,0,0,0,3,1,2,0,0,,
,www.indusind.com,0,0.0,0,0,0,0,10644,0,0,"Network Solutions, LLC",IN,676,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,www.tmb.in,0,0.0,0,0,0,0,7545,0,0,GoDaddy,US,489,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.jkbank.com/,jkbank.com,23,3.8492,1,0,0,0,9122,0,0,"GoDaddy.com, LLC",IN,1834,0,999,0,0,0,0,0,0,0,2689,0,0,0,0,0,0,0,1,1,1,0,0,,
https://www.federalbank.co.in/,federalbank.co.in,30,4.1647,2,0,0,0,8236,0,0,Netlynx Technologies Pvt. Ltd.,IN,3086,0,999,0,2,0,0,0,0,4,373795,85,3,1,0,0,0,20,266,1,1,0,0,be0ef91ad57c2679a547a8d6bd5596e1,57cd7badc46dee61a4c40914d17822f04c8d25843dfa93df32a33c54c0d90f2b
https://www.bandhanbank.com/,bandhanbank.com,28,3.8424,1,0,0,0,4618,0,0,"GoDaddy.com, LLC",IN,494,0,999,0,2,0,0,0,0,4,194311,72,6,1,0,0,0,0,184,1,1,3,2,244ce4e084e6677c940e76eeee0c4011,edb727cfa12df6b7dd10e1dd25a08f0bdbe5c89e67cdb271ea4548403803e013
,www.kvb.co.in,0,0.0,0,0,0,0,8267,0,0,Sify Digital Services Limited,US,1229,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.iob.in/,iob.in,19,3.4316,1,0,0,0,7548,0,0,GoDaddy,IN,121,0,999,0,0,0,0,0,0,0,3396,0,0,0,0,0,0,0,3,1,1,1,2,,
https://www.idfcfirstbank.com/,idfcfirstbank.com,30,4.0981,1,0,0,0,2837,0,0,"OwnRegistrar, Inc.",IN,84,0,999,0,2,0,0,0,0,3,1401840,204,3,1,0,0,1,45,506,1,1,0,0,d81c9e6e6cd4732970701cffc9b24675,b9645afe5078aaa3587a74a9736a4bd6ff10d5bb53a66cbf442ab7ad66351585
https://karnatakabank.com/,karnatakabank.com,26,3.6284,0,0,0,0,8523,0,0,"GoDaddy.com, LLC",US,242,0,999,0,0,0,0,0,0,0,262,1,0,0,0,0,0,0,0,0,1,0,6,,
,www.bsnl.co.in,0,0.0,0,0,0,0,8236,0,0,MPS Infotecnics Limited,IN,164,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,,
https://www.ucobank.com/,ucobank.com,24,3.8554,1,0,0,0,10283,0,0,"GoDaddy.com, LLC",IN,307,0,999,0,0,0,0,0,0,0,3475,0,0,0,0,0,0,0,3,1,1,0,0,,
https://www.rblbank.com/,rblbank.com,24,3.9387,1,0,0,0,4503,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,2070,0,999,0,1,0,0,0,0,3,478789,101,4,1,0,0,0,0,405,1,2,0,0,3a961cb02886cb8b85a21849d9fd60bf,cac0804e3749a8411efe3a34ac1c4a610caa82f016dd23ae1156337048d65871
https://www.cityunionbank.com/,cityunionbank.com,30,4.0062,1,0,0,0,8653,0,0,"Amazon Registrar, Inc.",IN,112,0,999,0,1,0,0,0,0,3,225830,869,4,0,0,1,0,10,103,1,1,0,0,8774b989e385584788f3b8e034e761df,b12c3e711f129fb520d674ac37eab85dfc9146bbeae18cbbedaff3f3d07319b9
,www.paytmbank.com,0,0.0,0,0,0,0,3976,0,0,"GoDaddy.com, LLC",IN,2232,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.myvi.in/,myvi.in,20,3.5464,1,0,0,0,1998,0,0,"Wild West Domains, LLC",IN,557,0,999,0,0,0,0,0,0,5,381363,29,2,1,0,0,0,0,149,1,1,0,0,6c843eb478596f68fecae90ad6feb8b7,c08a60fe94ec399196494b9c8d52c63c86d4c3a3d1a1af6e2f84b79caf3eb814
https://www.jio.com/,jio.com,20,3.5464,1,0,0,0,9828,0,0,"GoDaddy.com, LLC",IN,397,0,999,0,1,0,0,0,0,1,3241465,7,1,1,0,0,0,0,78,1,1,0,1,ceb19d15572f2fed7e7e008ca227ab6f,edecdd046c84c1e957827fdcc9a30cc260d3f5f03fdbc4cd7b78a5fb2854bb73
,www.railtelindia.com,0,0.0,0,0,0,0,8678,0,0,"ENOM, INC.",IN,87,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://mtnl.in/,mtnl.in,16,3.2806,0,0,0,0,8368,0,0,#1 Indian Domains dba Mitsu.in,IN,397,0,999,0,1,0,0,0,0,0,67802,62,0,0,0,0,0,0,38,1,1,1,2,,
,www.hindustanpetroleum.com,0,0.0,0,0,0,0,8861,0,0,BigRock Solutions Ltd.,IN,1730,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://dot.gov.in/,dot.gov.in,19,3.5369,1,0,0,0,7616,0,0,National Informatics Centre,IN,53,0,999,0,0,0,0,0,0,0,41230,0,0,1,0,0,0,0,1,1,1,3,4,e9dd2797018cad79186e03e8c5aec8dc,4c4b6a3be1314ab86138bef4314dde022e600960d8689a2c8f8631802d20dab6
https://www.tatacommunications.com/,tatacommunications.com,35,3.7539,1,0,0,0,7455,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,US,2406,0,999,0,3,0,1,0,0,3,1364985,44,9,1,1,1,0,45,256,1,2,0,0,927589e773f6a1602fcbd3099d0f1cae,54cc0ca9b7a117b7e2d541d5f8f667e1f86bf131741f229c167bbe1a2592811f
,cris.org.in,0,0.0,0,0,0,0,8253,0,0,Sree Jain Infotech dba bookandhost.com,IN,512,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,,
,indianrailways.gov.in,0,0.0,0,0,0,0,8267,0,0,National Informatics Centre,IN,133,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,,
,adanigreenenergy.com,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
https://morth.nic.in/,morth.nic.in,21,3.5585,1,0,0,0,7602,0,0,National Informatics Centre,IN,67,0,999,0,1,0,0,0,0,0,129908,122,0,1,0,0,0,20,186,1,1,0,0,b3185376f0f01228707fd3ea0603f1d5,17ce494290f68fc6cd0727bf5752c9c19a934b1a5f67b6a58e96fd533cb07fbc
https://www.dgshipping.gov.in/,dgshipping.gov.in,30,3.6892,2,0,0,0,7902,0,0,National Informatics Centre,IN,133,0,999,0,1,0,0,0,0,3,205692,54,0,0,0,1,0,10,62,1,1,0,0,,
https://www.mahadiscom.in/,mahadiscom.in,26,3.7962,1,0,0,0,7446,0,0,Tucows Domains Inc.,IN,223,0,999,0,2,0,0,0,0,0,440573,12,1,1,1,1,0,55,238,1,2,0,0,5c586e322711b0031c28591b28378169,0098fa1d4c5bea4e6c2204d63b6c70c0b23c11280c8dc172a12ed295e3b56fc7
,sarathi.parivahan.gov.in,0,0.0,0,0,0,0,5208,0,0,National Informatics Centre,IN,270,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://www.nic.in/,www.nic.in,19,3.3264,1,0,0,0,7602,0,0,National Informatics Centre,IN,67,0,999,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,2,0,0,,
https://uidai.gov.in/,uidai.gov.in,21,3.749,1,0,0,0,5954,0,0,National Informatics Centre,IN,254,0,999,0,0,0,0,0,0,0,5152,0,0,0,0,0,0,0,5,1,2,1,4,,
,vahan.parivahan.gov.in,0,0.0,0,0,0,0,5208,0,0,National Informatics Centre,IN,270,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://delhi.gov.in/,delhi.gov.in,21,3.7849,1,0,0,0,8289,0,0,National Informatics Centre,IN,133,0,999,0,2,0,0,0,0,1,54463,21,1,1,0,0,0,0,48,1,1,3,4,d565261900a248a9b8e2e57df85ea87e,a30309a1fc01baeaf35bf1330f9a5e8c742596b5974086d29686f7a9f22172f3
https://www.mygov.in/,mygov.in,21,3.749,1,0,0,0,5655,0,0,National Informatics Centre,IN,188,0,999,0,1,0,0,0,0,1,339848,397,9,1,0,0,0,0,547,1,2,0,0,,
https://www.meity.gov.in/,meity.gov.in,25,3.8031,2,0,0,0,3359,0,0,National Informatics Centre,IN,292,0,999,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,2,0,0,,
,www.drdo.gov.in,0,0.0,0,0,0,0,7840,0,0,National Informatics Centre,IN,194,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,yesbank.in,0,0.0,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,www.nvsp.in,0,0.0,0,0,0,0,3920,0,0,Endurance Digital Domain Technology Private Limited,IN,1558,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
https://dae.gov.in/,dae.gov.in,19,3.7871,1,0,0,0,7902,0,0,National Informatics Centre,IN,133,0,999,0,1,0,0,0,0,1,179696,106,0,0,0,0,0,0,83,1,1,2,4,f1fd83b5bc2ed9a3ffbfdba404836cf2,f16df88b3a4eee71ee67928958ae8a6cd181b87a81ea665fdb7a0c594cb35165
,www.bel-india.in,0,0.0,0,0,0,0,2758,0,0,Endurance Digital Domain Technology Private Limited,IN,1259,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,hslvizag.in,0,0.0,0,0,0,0,3401,0,0,GoDaddy,IN,250,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,,
https://www.digilocker.gov.in/,digilocker.gov.in,30,4.0729,2,0,0,0,3895,0,0,National Informatics Centre,US,122,0,999,0,0,0,0,0,0,3,84312,13,0,0,0,0,0,0,6,1,4,0,4,,
https://mazagondock.in/,mazagondock.in,23,3.969,0,0,0,0,2788,0,0,Endurance Digital Domain Technology Private Limited,IN,133,0,999,0,0,0,0,0,0,0,143166,47,1,0,0,0,0,0,116,1,1,3,4,aabe5dc6165e8a8ec2ae9c0772bf7baa,dfa798177cfb8c29adc96e3d6cc1ee3c0a50fec081e0dc98f9a9ebc9255c8a92
https://bdl-india.in/,bdl-india.in,21,3.6538,0,0,0,0,2755,0,0,GoDaddy,IN,531,0,999,0,1,0,0,0,0,0,149900,40,0,1,0,0,0,0,164,1,1,3,2,45d3183aeeb198810b31c586a5d025c3,9d83ea01864b6ae9db8447dc259495a5f2be9f0a41fd003747b0ee17275029c2
,www.bhel.com,0,0.0,0,0,0,0,10322,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,268,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,www.isro.gov.in,0,0.0,0,0,0,0,7549,0,0,National Informatics Centre,,120,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
,sail.co.in,0,0.0,0,0,0,0,8267,0,0,Infocom Network Private Limited,IN,133,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,
,grse.in,0,0.0,0,0,0,0,2779,0,0,GoDaddy,IN,1603,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,,
,www.aai.aero,0,0.0,0,0,0,0,8576,0,0,Tucows Domains Inc.,,189,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
,avnl.co.in,0,0.0,0,0,0,0,1500,0,0,Good Domain Registry Private Limited,IN,1056,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,,
,sbicard.com,0,0.0,0,0,0,0,9662,0,0,"CSC Corporate Domains, Inc.",IN,1660,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,,
,sbilife.co.in,0,0.0,0,0,0,0,8175,0,0,Endurance Digital Domain Technology Private Limited,IN,1686,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,,
,icicicareers.com,0,0.0,0,0,0,0,9313,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,182,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
https://neepco.co.in/hi,neepco.co.in,23,3.5342,1,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,128299,47,1,1,0,1,0,10,156,1,0,0,0,054f8c587100268e71000e8a9bd78493,2372b0bf0fbc2ba917855908249ca69c2686f4ed627888cb2c02a271d9a25ce5
,icicibank.com,0,0.0,0,0,0,0,10685,0,0,"Network Solutions, LLC",IN,270,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,,
,icicilombard.com,0,0.0,0,0,0,0,8864,0,0,"Network Solutions, LLC",IN,997,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,,
https://sbi.co.in/redirect/,sbi.co.in,27,3.736,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,1,4102,1,0,0,0,0,0,0,1,1,0,0,0,,
,hdfcbank.com,0,0.0,0,0,0,0,10417,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,540,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,,
,hdfc.com,0,0.0,0,0,0,0,9868,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,,357,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,,
,pnbindia.in,0,0.0,0,0,0,0,7548,0,0,MPS Infotecnics Limited,IN,1947,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
https://netpnb.com/,netpnb.com,19,3.5369,0,0,0,0,8826,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,2130,0,999,0,0,0,0,0,0,0,1801,1,0,0,0,0,0,0,1,1,1,1,4,d19dbdd7121c97de378c30b401833361,ad65a56c9eed9f87017a91c1951a47bf9c6ee6aa9e0808f33c6cba707d60dca6
,email.gov.in,0,0.0,0,0,0,0,3221,0,0,National Informatics Centre,IN,65,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,
,kavach.mail.gov.in,0,0.0,0,0,0,0,6604,0,0,National Informatics Centre,IN,335,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,dc.crsorgi.gov.in,0,0.0,0,0,0,0,4256,0,0,National Informatics Centre,IN,126,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
,irctc.co.in,0,0.0,0,0,0,0,8535,0,0,GoDaddy,IN,595,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,,
,accounts.mgovcloud.in,0,0.0,0,0,0,0,578,0,0,"MarkMonitor, Inc.",IN,151,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
https://irctc.com/,irctc.com,18,3.3774,0,0,0,0,8543,0,0,PDR Ltd. d/b/a PublicDomainRegistry.com,IN,587,0,999,0,2,0,0,0,0,3,206185,135,2,0,0,0,0,0,185,1,1,1,2,86aac2c81e17e40a04ec62c7930e2b8b,f82398f8d02486e74958f58feb3d66aa0a9403436ccf853131c17fc3124fde2d
,airtel.in,0,0.0,0,0,0,0,7589,0,0,GoDaddy,IN,3002,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,,
https://validate.perfdrive.com/?ssa=43a7fe32-1d41-43e2-8401-700facc1c1d3&ssb=91850231325&ssc=https%3A%2F%2Fwww.ntpc.co.in%2F&ssi=a800134a-cs5n-42bf-acb3-dcc3518205ac&ssk=botmanager_support@radware.com&ssm=41491386411128563104013611643730&ssn=45a4a77375442f2349a1dd68f0e393a5b3d7b4a9eb52-7bf1-4631-ade107&sso=1b7112ad-5d095ee66232c11159bdb8311479280563b61bdcc39ada1c&ssp=41911541691760638051176068086498641&ssq=20674338550012175498885500150858021684209&ssr=MTM2LjIzMi4xNTUuMTc4&sst=IC05-Prober/1.0%20(+https://example)&ssu=&ssv=&ssw=&ssx=eyJyZCI6Im50cGMuY28uaW4iLCJfX3V6bWYiOiI3ZjkwMDBiNGE5ZWI1Mi03YmYxLTQ2MzEtYTJhZC01ZDA5NWVlNjYyMzIxLTE3NjA2ODU1MDA2NzAwLTAwMTQyN2Q1OGM1YWQ3MDI3ZjgxMCIsInV6bXgiOiI3ZjkwMDAxN2YyNjljYy0yZjFjLTRhNGMtOTQyNy1jM2RkYTM5YjhiNzExLTE3NjA2ODU1MDA2NzAwLTA3Y2Q4Y2YxYmZhMDk4NDIxMCJ9,ntpc.co.in,801,5.6411,1,0,1,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,17905,0,2,1,0,0,0,0,13,1,0,0,0,4b79b212df634bbbcffd46231c4131ab,2ce57bac519aa467d82275e83255b816ccb4a109e3e2a7cae799ba8cb7a388cf
https://bankofindia.bank.in/,bankofindia.co.in,28,3.7265,1,0,0,0,9999,0,0,,,0,0,999,0,2,0,0,0,0,4,1108131,135,2,1,1,1,0,55,265,1,0,0,0,26f92866e5a2ed2e8bd52c3e1b485a72,3e1b135ef36f54d86877f026160ff70fbfa1802450919187fef4ab45bcd52571
https://gridcontroller.in/lander,gridcontroller.in,32,3.9056,0,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,13313,0,2,0,0,0,0,0,23,1,0,0,0,,
https://bankofbaroda.bank.in/,bankofbaroda.in,29,3.8144,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,4,1156648,186,4,1,1,0,0,25,144,1,0,0,0,c58b510450ac28d43a5cf4eb948263d2,2a7e9439fbab1db8e211dd7f98f8b5e174a89e5a240b7d86b44de20a167d2675
https://www.npcil.nic.in/Content/Hindi/index.aspx,npcil.nic.in,49,3.9355,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,0,121893,39,0,0,0,1,0,10,51,1,0,0,0,aeff32ed31b47f1faba98c43d979d919,0ed1aee9f948947f66467544558f536bafa73736a7db76fe0e82d1c9f61400f9
https://www.kotak.com/en/home.html,kotak.com,34,3.8,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,2,846160,117,1,0,0,0,0,0,210,1,0,0,0,03283dc7a2bf4938124f26720adf2133,b89c2039545626b4c0c622c9e6889d44a0a515f9c2e46b928464b034156614f6
https://www.idbi.bank.in/,idbibank.in,25,3.6431,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,174526,367,0,0,0,0,0,0,85,1,0,0,0,24f8a597e80870fc7b012a211e92c7bc,7574656a9d32fe465a5801645e9a5ff547da76018ae49cc8050bdbab67cae501
https://www.indusind.bank.in/,indusind.com,29,3.7194,2,0,0,0,9999,0,0,,,0,0,999,0,1,0,0,0,0,3,799847,320,5,0,0,0,0,0,165,1,0,0,0,3e0128a2aa4373f513f7b55822fe9be0,3e61d1f05513278bc00ed7cfcfbbecb9727ddae4a22b0a86c22c649d6d24eeb3
https://bsnl.co.in/,bsnl.co.in,19,3.5766,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,1,51224,29,1,0,0,0,0,0,77,1,0,0,0,4ce93e381c6d17a785db3af5ff5b40c5,6bf580989888cf919774834e4eb53393a3313d22f21df716a8c9ede2626d71cc
https://www.paytm.bank.in/,paytmbank.com,26,3.7381,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,3,84124,6,1,1,0,0,0,0,88,1,0,0,0,2414c460ed4a76e3ace3342cbd1dcba6,8d836aa7b9b99297d9736f254778b4641c146f8a41f7611d1ee038fa15d5acf8
https://www.railtel.in/hi/,railtelindia.com,26,3.6133,1,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,69749,45,0,0,0,0,0,0,65,1,0,0,0,94aab00ff05daca6f7342c2e77976fc0,99010d26167b46431be516f3ce16d4c25d64a24ff32fdb345ce91d773041c949
https://sarathi.parivahan.gov.in/sarathiservice/,parivahan.gov.in,48,3.7772,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,1,1,0,0,0,b1a80586028bf3ef0656623f667dbdaf,d246a82476325c60bcc26749e65b1dda1bc7dcc007a033de7fc0541a1f66dfa5
https://www.eci.gov.in/,eci.gov.in,23,3.7294,2,0,0,0,9999,0,0,,,0,0,999,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,,
