url,registrable,text
https://www.meity.gov.in/,meity.gov.in,"https://www.meity.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.meity.gov.in
URL: https://www.meity.gov.in/
Registrable Domain: meity.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.80
      Subdomains: 2, Hyphens: 0, Special Chars: 0

📊 Metadata:
   First Seen: 2025-10-17T07:24:39.531043+00:00
   Processing Stage: rules:benign"
,www.drdo.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.drdo.gov.in
Registrable Domain: www.drdo.gov.in
Brand/CSE: BULK_IMPORT (seed: www.drdo.gov.in)

📡 DNS Records:
   A (IPv4): 164.100.77.87

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7840 days
   Days Until Expiry: 194

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:57.069706+00:00
   Processing Stage: rules:benign"
,yesbank.in," Domain: www.yesbank.in
Registrable Domain: yesbank.in
Brand/CSE: BULK_IMPORT (seed: www.yesbank.in)

📊 Metadata:
   First Seen: 1760685534654"
,www.nvsp.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.nvsp.in
Registrable Domain: www.nvsp.in
Brand/CSE: BULK_IMPORT (seed: www.nvsp.in)

📡 DNS Records:
   A (IPv4): 117.239.179.195
   CNAME: nvsp.in
   NS (Nameservers): dns3.bigrock.in, dns1.bigrock.in, dns4.bigrock.in, dns2.bigrock.in

📋 WHOIS Information:
   Registrar: Endurance Digital Domain Technology Private Limited
   Domain Age: 3920 days
   Days Until Expiry: 1558

🌍 Network & Location:
   ASN: 9829
   Country: IN

📊 Metadata:
   F"
https://dae.gov.in/,dae.gov.in,"https://dae.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: dae.gov.in
URL: https://dae.gov.in/
Registrable Domain: dae.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.79
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Search

   📄 Page Content:
      External Links: 106

   🚩 Phishing Keywords Det"
,www.bel-india.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bel-india.in
Registrable Domain: www.bel-india.in
Brand/CSE: BULK_IMPORT (seed: www.bel-india.in)

📡 DNS Records:
   A (IPv4): 103.122.25.162

📋 WHOIS Information:
   Registrar: Endurance Digital Domain Technology Private Limited
   Domain Age: 2758 days
   Days Until Expiry: 1259

🌍 Network & Location:
   ASN: 138202
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:57.450301+00:00
   Processing Stage: rules:benign"
,hslvizag.in," Domain: hslvizag.in
Registrable Domain: hslvizag.in
Brand/CSE: BULK_IMPORT (seed: hslvizag.in)

📊 Metadata:
   First Seen: 1760685564668"
https://www.digilocker.gov.in/,digilocker.gov.in,"https://www.digilocker.gov.in/ 🚨 VERDICT: BENIGN (Risk Score: 10/100, Confidence: 0.50)
   Risk Indicators: Elevated URL entropy

Domain: www.digilocker.gov.in
URL: https://www.digilocker.gov.in/
Registrable Domain: digilocker.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 30 chars, Entropy: 4.07
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 13

   🚩 Phishing Keywords Detected: login, secure, verify

   ⚠️ Ja"
https://mazagondock.in/,mazagondock.in,"https://mazagondock.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: mazagondock.in
URL: https://mazagondock.in/
Registrable Domain: mazagondock.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.97
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 47

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:25:34.889096+00:00
   Processing Stage: rules:benign"
https://bdl-india.in/,bdl-india.in,"https://bdl-india.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bdl-india.in
URL: https://bdl-india.in/
Registrable Domain: bdl-india.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 21 chars, Entropy: 3.65
      Subdomains: 0, Hyphens: 1, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 40

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Co"
,www.bhel.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.bhel.com
Registrable Domain: www.bhel.com
Brand/CSE: BULK_IMPORT (seed: www.bhel.com)

📡 DNS Records:
   A (IPv4): 111.118.189.167

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 10322 days
   Days Until Expiry: 268

🌍 Network & Location:
   ASN: 55470
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:59.095589+00:00
   Processing Stage: rules:benign"
,www.isro.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.isro.gov.in
Registrable Domain: www.isro.gov.in
Brand/CSE: BULK_IMPORT (seed: www.isro.gov.in)

📡 DNS Records:
   A (IPv4): 104.18.9.132, 104.18.8.132
   AAAA (IPv6): 2606:4700::6812:984, 2606:4700::6812:884
   CNAME: www.isro.gov.in.cdn.cloudflare.net

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 7549 days
   Days Until Expiry: 120

🌍 Network & Location:
   ASN: 13335

📊 Metadata:
   First Seen: 2025-10-1"
,sail.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sail.co.in
Registrable Domain: sail.co.in
Brand/CSE: BULK_IMPORT (seed: sail.co.in)

📡 DNS Records:
   A (IPv4): 49.50.79.171
   MX (Mail): clientsmtp.tradeindia.com
   NS (Nameservers): ns.tradeindia.com

📋 WHOIS Information:
   Registrar: Infocom Network Private Limited
   Domain Age: 8267 days
   Days Until Expiry: 133

🌍 Network & Location:
   ASN: 55470
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:18:59.167751+00:00
   Proces"
,grse.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: grse.in
Registrable Domain: grse.in
Brand/CSE: BULK_IMPORT (seed: grse.in)

📡 DNS Records:
   A (IPv4): 45.127.75.103
   MX (Mail): mx2.mgovcloud.in, mx3.mgovcloud.in, mailgw.nic.in, mx.mgovcloud.in
   NS (Nameservers): ns03.domaincontrol.com, ns04.domaincontrol.com

📋 WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 2779 days
   Days Until Expiry: 1603

🌍 Network & Location:
   ASN: 4758
   Country: IN

📊 Metadata:
   First Seen: 2025"
,www.aai.aero," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.aai.aero
Registrable Domain: www.aai.aero
Brand/CSE: BULK_IMPORT (seed: www.aai.aero)

📡 DNS Records:
   A (IPv4): 104.21.72.58, 172.67.175.240
   AAAA (IPv6): 2606:4700:3034::ac43:aff0, 2606:4700:3034::6815:483a

📋 WHOIS Information:
   Registrar: Tucows Domains Inc.
   Domain Age: 8576 days
   Days Until Expiry: 189

🌍 Network & Location:
   ASN: 13335

📊 Metadata:
   First Seen: 2025-10-17T07:19:12.486475+00:00
   Processing Stage: rul"
,avnl.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: avnl.co.in
Registrable Domain: avnl.co.in
Brand/CSE: BULK_IMPORT (seed: avnl.co.in)

📡 DNS Records:
   A (IPv4): 164.100.85.37
   MX (Mail): mailgw.nic.in
   NS (Nameservers): mdns1.squarebrothers.net, mdns3.squarebrothers.net, mdns4.squarebrothers.net, mdns2.squarebrothers.net

📋 WHOIS Information:
   Registrar: Good Domain Registry Private Limited
   Domain Age: 1500 days
   Days Until Expiry: 1056

🌍 Network & Location:
   ASN: 4758
   Cou"
,sbicard.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbicard.com
Registrable Domain: sbicard.com
Brand/CSE: BULK_IMPORT (seed: sbicard.com)

📡 DNS Records:
   A (IPv4): 103.48.124.27
   AAAA (IPv6): 2001:df6:1:9::27
   MX (Mail): sbicard-com.mail.protection.outlook.com
   NS (Nameservers): a16-65.akam.net, a20-66.akam.net, a3-64.akam.net, a1-120.akam.net, a28-67.akam.net, a7-65.akam.net

📋 WHOIS Information:
   Registrar: CSC Corporate Domains, Inc.
   Domain Age: 9662 days
   Days Until Expiry"
,sbilife.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbilife.co.in
Registrable Domain: sbilife.co.in
Brand/CSE: BULK_IMPORT (seed: sbilife.co.in)

📡 DNS Records:
   A (IPv4): 124.124.101.48, 121.240.9.63
   MX (Mail): mx-sliport03.logix.in, mx-sliport02.logix.in, mx-sliport01.logix.in
   NS (Nameservers): dolly.ns.cloudflare.com, drew.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: Endurance Digital Domain Technology Private Limited
   Domain Age: 8175 days
   Days Until Expiry: 1686

🌍 N"
,icicicareers.com," Domain: icicicareers.com
Registrable Domain: icicicareers.com
Brand/CSE: BULK_IMPORT (seed: icicicareers.com)

📡 DNS Records:
   NS (Nameservers): ns2.icicibank.com, ns3.icicibank.com, a7-65.akam.net, ns1.icicibank.com

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 9313 days
   Days Until Expiry: 182

📊 Metadata:
   First Seen: 1760685545.1047862
   Processing Stage: resolved"
https://neepco.co.in/hi,neepco.co.in,"https://neepco.co.in/hi Domain: neepco.co.in
URL: https://neepco.co.in/hi
Registrable Domain: neepco.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 23 chars, Entropy: 3.53
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      HTML Size: 128,299 bytes
      Internal Links: 147
      External Links: 47
      Images: 50
      ⚠️ IFrames: 1
      Ex"
,icicibank.com," Domain: icicibank.com
Registrable Domain: icicibank.com
Brand/CSE: BULK_IMPORT (seed: icicibank.com)

📡 DNS Records:
   A (IPv4): 20.204.105.107
   MX (Mail): icicibank-com.mail.protection.outlook.com
   NS (Nameservers): a1-79.akam.net, ns1.icicibank.com, a7-65.akam.net, ns3.icicibank.com, a14-65.akam.net, a3-66.akam.net, a20-67.akam.net, ns2.icicibank.com, a12-65.akam.net

📋 WHOIS Information:
   Registrar: Network Solutions, LLC
   Domain Age: 10685 days
   Days Until Expiry: 270

🌍 Network & Location:
"
,icicilombard.com," Domain: icicilombard.com
Registrable Domain: icicilombard.com
Brand/CSE: BULK_IMPORT (seed: icicilombard.com)

📡 DNS Records:
   A (IPv4): 3.108.115.94, 13.234.149.210
   AAAA (IPv6): 2001:df0:2fd:1::20
   MX (Mail): icicilombard-com.mail.protection.outlook.com
   NS (Nameservers): a28-64.akam.net, ns4.icicilombard.com, a18-66.akam.net, ns1.icicilombard.com, a3-66.akam.net, a11-65.akam.net, ns3.icicilombard.com, a10-65.akam.net, ns2.icicilombard.com, a1-24.akam.net

📋 WHOIS Information:
   Registrar: Netwo"
https://sbi.co.in/redirect/,sbi.co.in,"https://sbi.co.in/redirect/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sbi.co.in
URL: https://sbi.co.in/redirect/
Registrable Domain: sbi.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 27 chars, Entropy: 3.74
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   🚩 Phishing Keywords Detected: secure

📊 Metadata:
   First Seen: 2025-10-17T07:26:41.743442+00:00
   Processing Stage: rules:benig"
,hdfcbank.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hdfcbank.com
Registrable Domain: hdfcbank.com
Brand/CSE: BULK_IMPORT (seed: hdfcbank.com)

📡 DNS Records:
   A (IPv4): 104.17.6.56, 104.16.36.67
   AAAA (IPv6): 2606:4700:9ae3:d2fd:740c:0:6810:2443
   MX (Mail): hdfcbank-com.mail.protection.outlook.com
   NS (Nameservers): elmo.ns.cloudflare.com, roxy.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 10417 days
   Days Until Expiry: 5"
,hdfc.com," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: hdfc.com
Registrable Domain: hdfc.com
Brand/CSE: BULK_IMPORT (seed: hdfc.com)

📡 DNS Records:
   A (IPv4): 104.16.122.45, 104.16.121.45
   AAAA (IPv6): 2606:4700:9b01:d41a:3c0c:0:6810:792d
   MX (Mail): hdfc-com.mail.protection.outlook.com
   NS (Nameservers): mia.ns.cloudflare.com, skip.ns.cloudflare.com

📋 WHOIS Information:
   Registrar: PDR Ltd. d/b/a PublicDomainRegistry.com
   Domain Age: 9868 days
   Days Until Expiry: 357

🌍 Network &"
,pnbindia.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: pnbindia.in
Registrable Domain: pnbindia.in
Brand/CSE: BULK_IMPORT (seed: pnbindia.in)

📡 DNS Records:
   A (IPv4): 49.50.72.206
   NS (Nameservers): ns2.pnbindia.com, ns3.pnbindia.com, ns4.pnbindia.com, ns1.pnbindia.com

📋 WHOIS Information:
   Registrar: MPS Infotecnics Limited
   Domain Age: 7548 days
   Days Until Expiry: 1947

🌍 Network & Location:
   ASN: 55470
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:19:10.664858+00:00
"
https://netpnb.com/,netpnb.com,"https://netpnb.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: netpnb.com
URL: https://netpnb.com/
Registrable Domain: netpnb.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.54
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 1

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:28:28.370854+00:00
   Processing Stage: rules:benign"
,email.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: email.gov.in
Registrable Domain: email.gov.in
Brand/CSE: BULK_IMPORT (seed: email.gov.in)

📡 DNS Records:
   A (IPv4): 164.100.15.5
   NS (Nameservers): ns2.nic.in, ns7.nic.in, ns1.nic.in

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 3221 days
   Days Until Expiry: 65

🌍 Network & Location:
   ASN: 4758
   Country: IN, Delhi

📊 Metadata:
   First Seen: 2025-10-17T07:19:11.596050+00:00
   Processing Stage: rule"
,kavach.mail.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: kavach.mail.gov.in
Registrable Domain: kavach.mail.gov.in
Brand/CSE: BULK_IMPORT (seed: kavach.mail.gov.in)

📡 DNS Records:
   A (IPv4): 164.100.15.168

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 6604 days
   Days Until Expiry: 335

🌍 Network & Location:
   ASN: 4758
   Country: IN, Delhi

📊 Metadata:
   First Seen: 2025-10-17T07:19:12.986159+00:00
   Processing Stage: rules:benign"
,dc.crsorgi.gov.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: dc.crsorgi.gov.in
Registrable Domain: dc.crsorgi.gov.in
Brand/CSE: BULK_IMPORT (seed: dc.crsorgi.gov.in)

📡 DNS Records:
   A (IPv4): 103.151.152.102

📋 WHOIS Information:
   Registrar: National Informatics Centre
   Domain Age: 4256 days
   Days Until Expiry: 126

🌍 Network & Location:
   ASN: 140170
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:19:13.695489+00:00
   Processing Stage: rules:benign"
,irctc.co.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: irctc.co.in
Registrable Domain: irctc.co.in
Brand/CSE: BULK_IMPORT (seed: irctc.co.in)

📡 DNS Records:
   A (IPv4): 103.252.142.27
   MX (Mail): mail1.irctc.co.in, mail.nget.irctc.co.in, mail.irctc.co.in
   NS (Nameservers): a12-64.akam.net, a13-67.akam.net, a26-67.akam.net, a8-67.akam.net, a1-107.akam.net, a11-66.akam.net

📋 WHOIS Information:
   Registrar: GoDaddy
   Domain Age: 8535 days
   Days Until Expiry: 595

🌍 Network & Location:
   "
,accounts.mgovcloud.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: accounts.mgovcloud.in
Registrable Domain: accounts.mgovcloud.in
Brand/CSE: BULK_IMPORT (seed: accounts.mgovcloud.in)

📡 DNS Records:
   A (IPv4): 169.148.142.41
   CNAME: zs-in2nic-lc1.mgovcloud.in

📋 WHOIS Information:
   Registrar: MarkMonitor, Inc.
   Domain Age: 578 days
   Days Until Expiry: 151

🌍 Network & Location:
   ASN: 56201
   Country: IN

📊 Metadata:
   First Seen: 2025-10-17T07:19:14.368170+00:00
   Processing Stage: rules:beni"
https://irctc.com/,irctc.com,"https://irctc.com/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: irctc.com
URL: https://irctc.com/
Registrable Domain: irctc.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 18 chars, Entropy: 3.38
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 135

   🚩 Phishing Keywords Detected: login, secure, verify

   "
,airtel.in," 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: airtel.in
Registrable Domain: airtel.in
Brand/CSE: BULK_IMPORT (seed: airtel.in)

📡 DNS Records:
   A (IPv4): 125.16.74.90
   AAAA (IPv6): 2404:a800:ff00:1::101
   MX (Mail): mx-mail41.airtel.com, mx-mail40.airtel.com, mx-mail4.airtel.com, mx-mail39.airtel.com, mx-mail38.airtel.com, mx-mail37.airtel.com, mx-mail36.airtel.com, mx-mail35.airtel.com, mx-mail34.airtel.com, mx-mail3.airtel.com, airtel-in.mail.protection.outlook.com, mx-mail2.airte"
https://validate.perfdrive.com/?ssa=43a7fe32-1d41-43e2-8401-700facc1c1d3&ssb=91850231325&ssc=https%3A%2F%2Fwww.ntpc.co.in%2F&ssi=a800134a-cs5n-42bf-acb3-dcc3518205ac&ssk=botmanager_support@radware.com&ssm=41491386411128563104013611643730&ssn=45a4a77375442f2349a1dd68f0e393a5b3d7b4a9eb52-7bf1-4631-ade107&sso=1b7112ad-5d095ee66232c11159bdb8311479280563b61bdcc39ada1c&ssp=41911541691760638051176068086498641&ssq=20674338550012175498885500150858021684209&ssr=MTM2LjIzMi4xNTUuMTc4&sst=IC05-Prober/1.0%20(+https://example)&ssu=&ssv=&ssw=&ssx=eyJyZCI6Im50cGMuY28uaW4iLCJfX3V6bWYiOiI3ZjkwMDBiNGE5ZWI1Mi03YmYxLTQ2MzEtYTJhZC01ZDA5NWVlNjYyMzIxLTE3NjA2ODU1MDA2NzAwLTAwMTQyN2Q1OGM1YWQ3MDI3ZjgxMCIsInV6bXgiOiI3ZjkwMDAxN2YyNjljYy0yZjFjLTRhNGMtOTQyNy1jM2RkYTM5YjhiNzExLTE3NjA2ODU1MDA2NzAwLTA3Y2Q4Y2YxYmZhMDk4NDIxMCJ9,ntpc.co.in,https://validate.perfdrive.com/?ssa=43a7fe32-1d41-43e2-8401-700facc1c1d3&ssb=91850231325&ssc=https%3A%2F%2Fwww.ntpc.co.in%2F&ssi=a800134a-cs5n-42bf-acb3-dcc3518205ac&ssk=botmanager_support@radware.com&ssm=41491386411128563104013611643730&ssn=45a4a77375442f2349a1dd68f0e393a5b3d7b4a9eb52-7bf1-4631-ade107&sso=1b7112ad-5d095ee66232c11159bdb8311479280563b61bdcc39ada1c&ssp=41911541691760638051176068086498641&ssq=20674338550012175498885500150858021684209&ssr=MTM2LjIzMi4xNTUuMTc4&sst=IC05-Prober/1.0%20(+https://exa
https://bankofindia.bank.in/,bankofindia.co.in,"https://bankofindia.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bankofindia.bank.in
URL: https://bankofindia.bank.in/
Registrable Domain: bankofindia.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 28 chars, Entropy: 3.73
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 2
      Password Fields: 0
      Email Fields: 0
      Submit Buttons: Hidden

   📄 Page Content:
      External Link"
https://gridcontroller.in/lander,gridcontroller.in,"https://gridcontroller.in/lander 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: gridcontroller.in
URL: https://gridcontroller.in/lander
Registrable Domain: gridcontroller.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 32 chars, Entropy: 3.91
      Subdomains: 0, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:20:31.832581+00:00
   Processing Stage: rules:benign"
https://bankofbaroda.bank.in/,bankofbaroda.in,"https://bankofbaroda.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bankofbaroda.bank.in
URL: https://bankofbaroda.bank.in/
Registrable Domain: bankofbaroda.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 29 chars, Entropy: 3.81
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 186

   🚩 Phishing Keywords Detected: account, login, secure, urgent

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated"
https://www.npcil.nic.in/Content/Hindi/index.aspx,npcil.nic.in,"https://www.npcil.nic.in/Content/Hindi/index.aspx 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.npcil.nic.in
URL: https://www.npcil.nic.in/Content/Hindi/index.aspx
Registrable Domain: npcil.nic.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 49 chars, Entropy: 3.94
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External"
https://www.kotak.com/en/home.html,kotak.com,"https://www.kotak.com/en/home.html 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.kotak.com
URL: https://www.kotak.com/en/home.html
Registrable Domain: kotak.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 34 chars, Entropy: 3.80
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 117

   🚩 Phishing Keywords Detected: account, login

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-1"
https://www.idbi.bank.in/,idbibank.in,"https://www.idbi.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.idbi.bank.in
URL: https://www.idbi.bank.in/
Registrable Domain: idbibank.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 25 chars, Entropy: 3.64
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 367

   🚩 Phishing Keywords Detected: password, account, verify

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T"
https://www.indusind.bank.in/,indusind.com,"https://www.indusind.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.indusind.bank.in
URL: https://www.indusind.bank.in/
Registrable Domain: indusind.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 29 chars, Entropy: 3.72
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📝 Forms Detected:
      Total Forms: 1
      Password Fields: 0
      Email Fields: 0

   📄 Page Content:
      External Links: 320

   🚩 Phishing Keywords "
https://bsnl.co.in/,bsnl.co.in,"https://bsnl.co.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: bsnl.co.in
URL: https://bsnl.co.in/
Registrable Domain: bsnl.co.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 19 chars, Entropy: 3.58
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 29

   🚩 Phishing Keywords Detected: secure

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:22:25.481656+00:00
   Processing Sta"
https://www.paytm.bank.in/,paytmbank.com,"https://www.paytm.bank.in/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.paytm.bank.in
URL: https://www.paytm.bank.in/
Registrable Domain: paytmbank.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.74
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 6

   🚩 Phishing Keywords Detected: account, login, secure

   ⚠️ JavaScript Behavior:
      🚨 Obfuscated Code Detected

📊 Met"
https://www.railtel.in/hi/,railtelindia.com,"https://www.railtel.in/hi/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: www.railtel.in
URL: https://www.railtel.in/hi/
Registrable Domain: railtelindia.com
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 26 chars, Entropy: 3.61
      Subdomains: 1, Hyphens: 0, Special Chars: 0

   📄 Page Content:
      External Links: 45

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:23:07.046238+00:00
   Processing Stage: rules:benign"
https://sarathi.parivahan.gov.in/sarathiservice/,parivahan.gov.in,"https://sarathi.parivahan.gov.in/sarathiservice/ 🚨 VERDICT: BENIGN (Risk Score: 0/100, Confidence: 0.50)

Domain: sarathi.parivahan.gov.in
URL: https://sarathi.parivahan.gov.in/sarathiservice/
Registrable Domain: parivahan.gov.in
Brand/CSE: BULK_IMPORT (seed: )

🔍 Page Features & Analysis:

   URL Structure:
      Length: 48 chars, Entropy: 3.78
      Subdomains: 2, Hyphens: 0, Special Chars: 0

   ⚠️ JavaScript Behavior:

📊 Metadata:
   First Seen: 2025-10-17T07:24:13.986097+00:00
   Processing Stage: rule"
